	St	Ht	Vt	N
19998	63.8375491662	17.2310031677	17.2751751813	90
19999	103.661163323	21.3924743452	21.5400647979	90
20000	110.861254342	22.2004516356	22.1678954601	180
20001	64.8278697754	17.3900632661	17.4033779165	180
20002	103.225297681	21.4581066397	21.5009710314	180
20003	84.4037196426	19.6851476707	19.6746491325	180
20004	120.011308915	23.0225922318	22.9209795092	180
20005	110.319817681	22.0758614107	22.1218171086	180
20006	61.9707411914	17.1075438235	17.0293422119	180
20007	97.7334388698	20.9327394701	20.9969578869	180
20008	200.918497524	28.0467860095	28.1207414194	180
20009	72.7281979387	18.3680660423	18.3760470322	180
20010	113.372202212	22.3213029515	22.379297601	180
20011	37.3586077483	13.1935718161	13.1084789484	180
20012	164.528625094	26.1115166277	26.0414721061	180
20013	86.3069432446	19.8573789568	19.8729620103	180
20014	112.313578965	22.2366441643	22.2906243176	180
20015	145.421971598	24.8395547716	24.7968111941	180
20016	144.35108115	24.7143082162	24.7232541102	180
20017	127.863841169	23.5412563741	23.5318707148	180
20018	105.872275287	21.7943871123	21.7364204388	180
20019	96.3614882547	20.790991426	20.8675981133	180
20020	135.338980133	23.9644121783	24.0863300016	180
20021	91.381103183	20.4143878086	20.3855745396	180
20022	115.585586748	22.6564928104	22.5626070305	180
20023	104.477722339	21.5915629221	21.6129580004	180
20024	132.599609479	23.9176988047	23.8860349241	180
20025	92.8823240988	20.5102262274	20.5329820165	180
20026	52.9309462096	15.8486673933	15.7528670327	180
20027	39.5000125332	13.4988262175	13.5151889632	180
20028	98.1815416325	21.0385349706	21.0389014807	180
20029	67.1132957201	17.6899269558	17.6936509785	180
20030	115.344882287	22.4518036643	22.5428071587	180
20031	102.438279068	21.4489648909	21.430052423	180
20032	137.456340748	24.2090802725	24.2389453653	180
20033	66.1998375091	17.5935836592	17.5785488821	180
20034	92.8141893556	20.447810837	20.5263321071	180
20035	94.9252475698	20.7351995981	20.7306259453	180
20036	93.2751736698	20.5761777912	20.5712499147	180
20037	95.3048866262	20.7691379943	20.7669880206	180
20038	70.4504145413	18.0362307052	18.1042516409	180
20039	98.8077536877	21.0836661228	21.0972665046	180
20040	66.9282411647	17.7630359886	17.6704296633	180
20041	114.352500654	22.4726255344	22.4608297865	180
20042	90.077494552	20.2377857568	20.2560336031	180
20043	124.772011812	23.2920092115	23.294988021	180
20044	58.5104366051	16.5598013862	16.5584304863	180
20045	113.572542174	22.4295543747	22.3960051145	180
20046	151.975726578	25.1660988102	25.2377708223	180
20047	104.640235553	21.5439372197	21.6274119697	180
20048	114.917843103	22.5422317865	22.5075993576	180
20049	91.4422023577	20.4171325749	20.3916106534	180
20050	52.5677093176	15.7327021737	15.6982525749	180
20051	120.556401648	22.8846617647	22.9643921167	180
20052	183.678700996	27.1507655841	27.1773295509	180
20053	138.099544619	24.2524150305	24.2849352642	180
20054	84.3016398831	19.6959542433	19.663915047	180
20055	68.0580001635	17.7652338197	17.811440937	180
20056	60.2495642398	16.8088739696	16.7976640504	180
20057	96.8802717565	20.9372610998	20.9166818474	180
20058	43.3579889986	14.1826175674	14.2090622247	180
20059	117.706216626	22.6931774326	22.7356533317	180
